clause,true_label,output
"YOU AND HULU AGREE TO ARBITRATE IN EACH OF OUR INDIVIDUAL CAPACITIES ONLY, NOT AS A REPRESENTATIVE OR MEMBER OF A CLASS, AND EACH OF US EXPRESSLY WAIVES ANY RIGHT TO FILE A CLASS ACTION OR SEEK RELIEF ON A CLASS BASIS.",Predatory,"
You are a legal AI system.

Analyze the clause:
""""""YOU AND HULU AGREE TO ARBITRATE IN EACH OF OUR INDIVIDUAL CAPACITIES ONLY, NOT AS A REPRESENTATIVE OR MEMBER OF A CLASS, AND EACH OF US EXPRESSLY WAIVES ANY RIGHT TO FILE A CLASS ACTION OR SEEK RELIEF ON A CLASS BASIS.""""""

Return ONLY JSON:
{
  ""risk_status"": ""..."",
  ""dark_pattern_category"": ""..."",
  ""explanation"": ""..."",
  ""violated_statute"": ""...""
}
Do not add any text outside JSON.

{""risk_status"": ""Caution"", ""dark_pattern_category"": ""User Rights"", ""explanation"": ""This clause may negatively affect user rights and user control."", ""violated_statute"": ""None""}"
"We may share information collected from or about you with such business partners, including email address, Viewing Information, information about the ads you view on Hulu and account or device information (e.g., age, gender, device type, IP address, ZIP code, advertising identifiers).",Predatory,"
You are a legal AI system.

Analyze the clause:
""""""We may share information collected from or about you with such business partners, including email address, Viewing Information, information about the ads you view on Hulu and account or device information (e.g., age, gender, device type, IP address, ZIP code, advertising identifiers).""""""

Return ONLY JSON:
{
  ""risk_status"": ""..."",
  ""dark_pattern_category"": ""..."",
  ""explanation"": ""..."",
  ""violated_statute"": ""...""
}
Do not add any text outside JSON.

{""risk_status"": ""Caution"", ""dark_pattern_category"": ""User Rights"", ""explanation"": ""This clause may negatively affect user rights and user control."", ""violated_statute"": ""GDPR""}

{""risk_status"": ""Normal"", ""dark_pattern_category"": ""Tracking & Privacy"", ""explanation"": ""This clause may affect user tracking and user privacy."", ""violated_statute"": ""None""}

{""risk_status"": ""Normal"", ""dark_pattern_category"": ""General User Terms"", ""explanation"": ""This clause may negatively affect general user terms."", ""violated_statute"": ""None""}

{""risk_status"": ""Caution"", ""dark_pattern_category"": ""User Rights"", ""explanation"": ""This clause may negatively affect user"
Deine Daten speichern wir auf unseren Servern bei den von uns mit dem Betrieb und dem Hosting unserer IT-Infrastruktur beauftragten Dienstleistern (nachfolgend bezeichnet als: „Hostingpartner“).,Predatory,"
You are a legal AI system.

Analyze the clause:
""""""Deine Daten speichern wir auf unseren Servern bei den von uns mit dem Betrieb und dem Hosting unserer IT-Infrastruktur beauftragten Dienstleistern (nachfolgend bezeichnet als: „Hostingpartner“).""""""

Return ONLY JSON:
{
  ""risk_status"": ""..."",
  ""dark_pattern_category"": ""..."",
  ""explanation"": ""..."",
  ""violated_statute"": ""...""
}
Do not add any text outside JSON.

{""risk_status"": ""Caution"", ""dark_pattern_category"": ""User Rights"", ""explanation"": ""This clause may negatively affect user rights and user control."", ""violated_statute"": ""GDPR principles""}

{""risk_status"": ""Normal"", ""dark_pattern_category"": ""Tracking & Privacy"", ""explanation"": ""This clause may affect user tracking and user privacy."", ""violated_statute"": ""None""}

{""risk_status"": ""Normal"", ""dark_pattern_category"": ""General User Terms"", ""explanation"": ""This clause may negatively affect general user terms."", ""violated_statute"": ""None""}

{""risk_status"": ""Caution"", ""dark_pattern_category"": ""User Rights"", ""explanation"": ""This clause may negatively affect"
"In order to respond to the claims of violation of the rights of third parties and/or to protect the rights, property, and safety of ASKfm, our employees, Registered and Guest Users, or the public. This may involve the sharing of your information with law enforcement, government agencies, courts, and/or other organizations",Predatory,"
You are a legal AI system.

Analyze the clause:
""""""In order to respond to the claims of violation of the rights of third parties and/or to protect the rights, property, and safety of ASKfm, our employees, Registered and Guest Users, or the public. This may involve the sharing of your information with law enforcement, government agencies, courts, and/or other organizations""""""

Return ONLY JSON:
{
  ""risk_status"": ""..."",
  ""dark_pattern_category"": ""..."",
  ""explanation"": ""..."",
  ""violated_statute"": ""...""
}
Do not add any text outside JSON.

{""risk_status"": ""Red"", ""dark_pattern_category"": ""User Rights"", ""explanation"": ""This clause may negatively affect user rights and user control."", ""violated_statute"": ""GDPR principles""}

{""risk_status"": ""Green"", ""dark_pattern_category"": ""User Rights"", ""explanation"": ""This clause is fair and transparent."", ""violated_statute"": ""None""}

{""risk_status"": ""Gray"", ""dark_pattern_category"": ""User Rights"", ""explanation"": ""This clause may negatively affect user rights and user control, but user control can be restored."", ""violated_statute"": ""None""}

{""risk_status"": ""Red"", ""dark_pattern_category"": ""Tracking & Privacy"", ""explanation"": ""This clause may neg"
We reserve the right to update or change our Privacy Policy at any time and you should check this Privacy Policy periodically.,Predatory,"
You are a legal AI system.

Analyze the clause:
""""""We reserve the right to update or change our Privacy Policy at any time and you should check this Privacy Policy periodically.""""""

Return ONLY JSON:
{
  ""risk_status"": ""..."",
  ""dark_pattern_category"": ""..."",
  ""explanation"": ""..."",
  ""violated_statute"": ""...""
}
Do not add any text outside JSON.

{""risk_status"": ""Red"", ""dark_pattern_category"": ""User Rights"", ""explanation"": ""This clause may negatively affect user rights and user control."", ""violated_statute"": ""GDPR principles""}

{""risk_status"": ""Green"", ""dark_pattern_category"": ""Tracking & Privacy"", ""explanation"": ""This clause may negatively affect tracking & privacy."", ""violated_statute"": ""None""}

{""risk_status"": ""Amber"", ""dark_pattern_category"": ""General User Terms"", ""explanation"": ""This clause may negatively affect general user terms."", ""violated_statute"": ""None""}

{""risk_status"": ""Green"", ""dark_pattern_category"": ""General User Terms"", ""explanation"": ""This clause is fair."", ""viol"
"We use information you provide to us and data we receive, including Log Data and data from third parties, to make inferences like what topics you may be interested in, how old you are, and what languages you speak.",Predatory,"
You are a legal AI system.

Analyze the clause:
""""""We use information you provide to us and data we receive, including Log Data and data from third parties, to make inferences like what topics you may be interested in, how old you are, and what languages you speak.""""""

Return ONLY JSON:
{
  ""risk_status"": ""..."",
  ""dark_pattern_category"": ""..."",
  ""explanation"": ""..."",
  ""violated_statute"": ""...""
}
Do not add any text outside JSON.

{""risk_status"": ""Caution"", ""dark_pattern_category"": ""User Rights"", ""explanation"": ""This clause may negatively affect user rights and user control."", ""violated_statute"": ""GDPR principles""}

{""risk_status"": ""Normal"", ""dark_pattern_category"": ""Tracking & Privacy"", ""explanation"": ""This clause may affect user tracking and user privacy."", ""violated_statute"": ""None""}

{""risk_status"": ""Normal"", ""dark_pattern_category"": ""User Rights"", ""explanation"": ""This clause is generally fair."", ""violated_statute"": ""None""}

{""risk_status"": ""Normal"", ""dark_pattern_category"": ""Tracking & Privacy"", ""explanation"": ""This clause is generally fair."", ""violated_"
"Tinder reserves the right to investigate and/ or terminate your account without a refund of any purchases if you have violated this Agreement, misused the Service or behaved in a way that Tinder regards as inappropriate or unlawful, including actions or communications that occur on or off the Service.",Predatory,"
You are a legal AI system.

Analyze the clause:
""""""Tinder reserves the right to investigate and/ or terminate your account without a refund of any purchases if you have violated this Agreement, misused the Service or behaved in a way that Tinder regards as inappropriate or unlawful, including actions or communications that occur on or off the Service.""""""

Return ONLY JSON:
{
  ""risk_status"": ""..."",
  ""dark_pattern_category"": ""..."",
  ""explanation"": ""..."",
  ""violated_statute"": ""...""
}
Do not add any text outside JSON.

{""risk_status"": ""Unknown"", ""dark_pattern_category"": ""User Rights"", ""explanation"": ""This clause may negatively affect user rights and user control."", ""violated_statute"": ""None""}

{
  ""risk_status"": ""Unknown"",
  ""dark_pattern_category"": ""User Rights"",
  ""explanation"": ""This clause may negatively affect user rights and user control."",
  ""violated_statute"": ""None""
}

{""risk_status"": ""Safe"", ""dark_pattern_category"": ""User Rights"", ""explanation"": ""This clause is fair."", ""violated_statute"": ""None""}

{
  ""risk_status"": ""Safe"",
  ""dark_pattern_category"": ""User Rights"",
  ""explanation"": """
We document how often government agencies have attempted to acquire such data from Posteo in our transparency reports.,Predatory,"
You are a legal AI system.

Analyze the clause:
""""""We document how often government agencies have attempted to acquire such data from Posteo in our transparency reports.""""""

Return ONLY JSON:
{
  ""risk_status"": ""..."",
  ""dark_pattern_category"": ""..."",
  ""explanation"": ""..."",
  ""violated_statute"": ""...""
}
Do not add any text outside JSON.

{""risk_status"": ""Red"", ""dark_pattern_category"": ""User Rights"", ""explanation"": ""This clause may negatively affect user rights and user control."", ""violated_statute"": ""GDPR principles""}

{""risk_status"": ""Green"", ""dark_pattern_category"": ""User Rights"", ""explanation"": ""This clause is fair and transparent."", ""violated_statute"": ""None""}

{""risk_status"": ""Gray"", ""dark_pattern_category"": ""User Rights"", ""explanation"": ""This clause may negatively affect user rights and user control, but it is not clearly problematic."", ""violated_statute"": ""None""}

{""risk_status"": ""Red"", ""dark_pattern_category"": ""Tracking & Privacy"", ""explanation"": ""This clause may"
"You can export and save all of your data stored at Posteo (emails, contacts, calendars, notes) locally at any time with the help of open standards and freely available programs.",Predatory,"
You are a legal AI system.

Analyze the clause:
""""""You can export and save all of your data stored at Posteo (emails, contacts, calendars, notes) locally at any time with the help of open standards and freely available programs.""""""

Return ONLY JSON:
{
  ""risk_status"": ""..."",
  ""dark_pattern_category"": ""..."",
  ""explanation"": ""..."",
  ""violated_statute"": ""...""
}
Do not add any text outside JSON.

{""risk_status"": ""Caution"", ""dark_pattern_category"": ""User Rights"", ""explanation"": ""This clause may negatively affect user rights and user control."", ""violated_statute"": ""GDPR principles""}

{""risk_status"": ""Normal"", ""dark_pattern_category"": ""Tracking & Privacy"", ""explanation"": ""This clause may affect user tracking and user privacy."", ""violated_statute"": ""None""}

{""risk_status"": ""Safe"", ""dark_pattern_category"": ""General User Terms"", ""explanation"": ""This clause is fair and user-friendly."", ""violated_statute"": ""None""}

{""risk_status"": ""Unknown"", ""dark_pattern_category"": ""General User Terms"", ""explanation"": ""We cannot determine user rights from this clause"
"details of your interactions with our customer service, such as the date, time and reason for contacting us, transcripts of any chat conversations, and if you call us, your phone number and call recordings.",Predatory,"
You are a legal AI system.

Analyze the clause:
""""""details of your interactions with our customer service, such as the date, time and reason for contacting us, transcripts of any chat conversations, and if you call us, your phone number and call recordings.""""""

Return ONLY JSON:
{
  ""risk_status"": ""..."",
  ""dark_pattern_category"": ""..."",
  ""explanation"": ""..."",
  ""violated_statute"": ""...""
}
Do not add any text outside JSON.

{""risk_status"": ""Red"", ""dark_pattern_category"": ""User Rights"", ""explanation"": ""This clause may negatively affect user rights and user control."", ""violated_statute"": ""GDPR""}"
"You can download certain account information, including your Tweets, by following the instructions here. On Periscope, you can request correction, deletion, or modification of your personal data, and download your account information, by following the instructions here.",Predatory,"
You are a legal AI system.

Analyze the clause:
""""""You can download certain account information, including your Tweets, by following the instructions here. On Periscope, you can request correction, deletion, or modification of your personal data, and download your account information, by following the instructions here.""""""

Return ONLY JSON:
{
  ""risk_status"": ""..."",
  ""dark_pattern_category"": ""..."",
  ""explanation"": ""..."",
  ""violated_statute"": ""...""
}
Do not add any text outside JSON.

{""risk_status"": ""Dark Pattern"", ""dark_pattern_category"": ""User Rights"", ""explanation"": ""This clause may negatively affect user rights and user control."", ""violated_statute"": ""GDPR""}"
"They may also collect other personal data from you, such as cookie identifiers or your IP address.",Predatory,"
You are a legal AI system.

Analyze the clause:
""""""They may also collect other personal data from you, such as cookie identifiers or your IP address.""""""

Return ONLY JSON:
{
  ""risk_status"": ""..."",
  ""dark_pattern_category"": ""..."",
  ""explanation"": ""..."",
  ""violated_statute"": ""...""
}
Do not add any text outside JSON.

{""risk_status"": ""Red"", ""dark_pattern_category"": ""User Rights"", ""explanation"": ""This clause may negatively affect user rights and user control."", ""violated_statute"": ""GDPR principles""}

{""risk_status"": ""Green"", ""dark_pattern_category"": ""Tracking & Privacy"", ""explanation"": ""This clause may negatively affect tracking and user privacy."", ""violated_statute"": ""None""}

{""risk_status"": ""Amber"", ""dark_pattern_category"": ""General User Terms"", ""explanation"": ""This clause may negatively affect general user terms."", ""violated_statute"": ""None""}

{""risk_status"": ""Green"", ""dark_pattern_category"": ""General User Terms"", ""explanation"": ""This clause is fair."", ""vi"
"We may automatically collect information using cookies, web beacons (also known as “tracking gifs,” “pixel tags” and “tracking pixels”) and other tracking technologies to, among other things, improve our Services and your experience, monitor user activity, count visits, understand usage and campaign effectiveness, and tell if an email has been opened and acted upon.",Predatory,"
You are a legal AI system.

Analyze the clause:
""""""We may automatically collect information using cookies, web beacons (also known as “tracking gifs,” “pixel tags” and “tracking pixels”) and other tracking technologies to, among other things, improve our Services and your experience, monitor user activity, count visits, understand usage and campaign effectiveness, and tell if an email has been opened and acted upon.""""""

Return ONLY JSON:
{
  ""risk_status"": ""..."",
  ""dark_pattern_category"": ""..."",
  ""explanation"": ""..."",
  ""violated_statute"": ""...""
}
Do not add any text outside JSON.

{""risk_status"": ""Red"", ""dark_pattern_category"": ""User Rights"", ""explanation"": ""This clause may negatively affect user rights and user control."", ""violated_statute"": ""GDPR""}"
We also do not collect your IP address if you visit our website or if you use our contact form or webmailer. We also do not collect or save your IP address if you use an external client to retrieve your emails via IMAP or POP3 or to transmit messages via SMTP to be delivered by us.,Predatory,"
You are a legal AI system.

Analyze the clause:
""""""We also do not collect your IP address if you visit our website or if you use our contact form or webmailer. We also do not collect or save your IP address if you use an external client to retrieve your emails via IMAP or POP3 or to transmit messages via SMTP to be delivered by us.""""""

Return ONLY JSON:
{
  ""risk_status"": ""..."",
  ""dark_pattern_category"": ""..."",
  ""explanation"": ""..."",
  ""violated_statute"": ""...""
}
Do not add any text outside JSON.

{""risk_status"": ""Red"", ""dark_pattern_category"": ""User Rights"", ""explanation"": ""This clause may negatively affect user rights and user control."", ""violated_statute"": ""GDPR""}"
At no point in time do we voluntarily give personal data to third party companies or service contractors.,Predatory,"
You are a legal AI system.

Analyze the clause:
""""""At no point in time do we voluntarily give personal data to third party companies or service contractors.""""""

Return ONLY JSON:
{
  ""risk_status"": ""..."",
  ""dark_pattern_category"": ""..."",
  ""explanation"": ""..."",
  ""violated_statute"": ""...""
}
Do not add any text outside JSON.

{""risk_status"": ""Red"", ""dark_pattern_category"": ""User Rights"", ""explanation"": ""This clause may negatively affect user rights and user control."", ""violated_statute"": ""GDPR principles""}

{""risk_status"": ""Green"", ""dark_pattern_category"": ""Tracking & Privacy"", ""explanation"": ""This clause may negatively affect tracking and user privacy."", ""violated_statute"": ""None""}

{""risk_status"": ""Amber"", ""dark_pattern_category"": ""General User Terms"", ""explanation"": ""This clause may negatively affect general user terms."", ""violated_statute"": ""None""}

{""risk_status"": ""Green"", ""dark_pattern_category"": ""General User Terms"", ""explanation"": ""This clause is fair."", ""vi"
politische Diskussionen im Forum (auch nicht im Offtopic-Bereich).,Predatory,"
You are a legal AI system.

Analyze the clause:
""""""politische Diskussionen im Forum (auch nicht im Offtopic-Bereich).""""""

Return ONLY JSON:
{
  ""risk_status"": ""..."",
  ""dark_pattern_category"": ""..."",
  ""explanation"": ""..."",
  ""violated_statute"": ""...""
}
Do not add any text outside JSON.

{""risk_status"": ""Caution"", ""dark_pattern_category"": ""User Rights"", ""explanation"": ""This clause may negatively affect user rights and user control."", ""violated_statute"": ""None""}"
"We may also share aggregated or de-identified information, which cannot reasonably be used to identify you.",Predatory,"
You are a legal AI system.

Analyze the clause:
""""""We may also share aggregated or de-identified information, which cannot reasonably be used to identify you.""""""

Return ONLY JSON:
{
  ""risk_status"": ""..."",
  ""dark_pattern_category"": ""..."",
  ""explanation"": ""..."",
  ""violated_statute"": ""...""
}
Do not add any text outside JSON.

{""risk_status"": ""Red"", ""dark_pattern_category"": ""User Rights"", ""explanation"": ""This clause may negatively affect user rights and user control."", ""violated_statute"": ""GDPR principles""}

{""risk_status"": ""Green"", ""dark_pattern_category"": ""Tracking & Privacy"", ""explanation"": ""This clause may negatively affect tracking and privacy."", ""violated_statute"": ""None""}

{""risk_status"": ""Amber"", ""dark_pattern_category"": ""General User Terms"", ""explanation"": ""This clause may negatively affect general user terms."", ""violated_statute"": ""None""}

{""risk_status"": ""Green"", ""dark_pattern_category"": ""General User Terms"", ""explanation"": ""This clause is fair."", ""viol"
We will only use your data upon your approval and/or if it is necessary to perform agreements.,Predatory,"
You are a legal AI system.

Analyze the clause:
""""""We will only use your data upon your approval and/or if it is necessary to perform agreements.""""""

Return ONLY JSON:
{
  ""risk_status"": ""..."",
  ""dark_pattern_category"": ""..."",
  ""explanation"": ""..."",
  ""violated_statute"": ""...""
}
Do not add any text outside JSON.

{""risk_status"": ""Caution"", ""dark_pattern_category"": ""User Rights"", ""explanation"": ""This clause may negatively affect user rights and user control."", ""violated_statute"": ""GDPR principles""}

{""risk_status"": ""Normal"", ""dark_pattern_category"": ""Tracking & Privacy"", ""explanation"": ""This clause may affect user tracking and user privacy."", ""violated_statute"": ""None""}

{""risk_status"": ""Normal"", ""dark_pattern_category"": ""General User Terms"", ""explanation"": ""This clause may negatively affect general user terms."", ""violated_statute"": ""None""}

{""risk_status"": ""Caution"", ""dark_pattern_category"": ""User Rights"", ""explanation"": ""This clause may negatively affect"
"You are solely responsible for the activity that occurs on your account, and you must keep your account password secure.",Predatory,"
You are a legal AI system.

Analyze the clause:
""""""You are solely responsible for the activity that occurs on your account, and you must keep your account password secure.""""""

Return ONLY JSON:
{
  ""risk_status"": ""..."",
  ""dark_pattern_category"": ""..."",
  ""explanation"": ""..."",
  ""violated_statute"": ""...""
}
Do not add any text outside JSON.

{""risk_status"": ""Caution"", ""dark_pattern_category"": ""User Rights"", ""explanation"": ""This clause may negatively affect user rights and user control."", ""violated_statute"": ""GDPR principles""}

{""risk_status"": ""Normal"", ""dark_pattern_category"": ""Tracking & Privacy"", ""explanation"": ""This clause may affect user tracking and user privacy."", ""violated_statute"": ""None""}

{""risk_status"": ""Normal"", ""dark_pattern_category"": ""General User Terms"", ""explanation"": ""This clause may negatively affect general user terms."", ""violated_statute"": ""None""}

{""risk_status"": ""Caution"", ""dark_pattern_category"": ""User Rights"", ""explanation"": ""This clause may negatively affect"
We use cookies for the following purposes: to store a user's eBuddy ID log-in identity so that your session won't expire unless you actively log out; to store a user's eBuddy ID log-in identity so that the log-in box is already filled upon your next use of eBuddy; to serve you relevant advertisements based on non-personal information such as your age and gender and also to ensure you will not be served the same advertisement too often;,Predatory,"
You are a legal AI system.

Analyze the clause:
""""""We use cookies for the following purposes: to store a user's eBuddy ID log-in identity so that your session won't expire unless you actively log out; to store a user's eBuddy ID log-in identity so that the log-in box is already filled upon your next use of eBuddy; to serve you relevant advertisements based on non-personal information such as your age and gender and also to ensure you will not be served the same advertisement too often;""""""

Return ONLY JSON:
{
  ""risk_status"": ""..."",
  ""dark_pattern_category"": ""..."",
  ""explanation"": ""..."",
  ""violated_statute"": ""...""
}
Do not add any text outside JSON.

{""risk_status"": ""Caution"", ""dark_pattern_category"": ""User Rights"", ""explanation"": ""This clause may negatively affect user rights and user control."", ""violated_statute"": ""GDPR""}"
"TO THE EXTENT PERMITTED BY LAW, IN NO EVENT WILL MALWAREBYTES' TOTAL LIABILITY ARISING OUT OF OR IN CONNECTION WITH THESE TERMS OR FROM THE USE OF OR INABILITY TO USE THE SERVICES OR CONTENT EXCEED FIFTY U.S. DOLLARS ($50 USD).",Predatory,"
You are a legal AI system.

Analyze the clause:
""""""TO THE EXTENT PERMITTED BY LAW, IN NO EVENT WILL MALWAREBYTES' TOTAL LIABILITY ARISING OUT OF OR IN CONNECTION WITH THESE TERMS OR FROM THE USE OF OR INABILITY TO USE THE SERVICES OR CONTENT EXCEED FIFTY U.S. DOLLARS ($50 USD).""""""

Return ONLY JSON:
{
  ""risk_status"": ""..."",
  ""dark_pattern_category"": ""..."",
  ""explanation"": ""..."",
  ""violated_statute"": ""...""
}
Do not add any text outside JSON.

{""risk_status"": ""Red"", ""dark_pattern_category"": ""User Rights"", ""explanation"": ""This clause may negatively affect user rights and user control."", ""violated_statute"": ""GDPR""}

{
  ""risk_status"": ""Red"",
  ""dark_pattern_category"": ""User Rights"",
  ""explanation"": ""This clause may negatively affect user rights and user control."",
  ""violated_statute"": ""GDPR""
}

{""risk_status"": ""Green"", ""dark_pattern_category"": ""User Rights"", ""explanation"": ""This clause is fair."", ""violated_statute"": ""None""}

{
  ""risk_status"": ""Green"",
  ""dark_pattern_category"": ""User Rights"",
  ""explanation"
"Effective for new signups as of March 19, 2021.",Predatory,"
You are a legal AI system.

Analyze the clause:
""""""Effective for new signups as of March 19, 2021.""""""

Return ONLY JSON:
{
  ""risk_status"": ""..."",
  ""dark_pattern_category"": ""..."",
  ""explanation"": ""..."",
  ""violated_statute"": ""...""
}
Do not add any text outside JSON.

{""risk_status"": ""Red"", ""dark_pattern_category"": ""User Rights"", ""explanation"": ""This clause may negatively affect user rights and user control."", ""violated_statute"": ""GDPR""}

{""risk_status"": ""Green"", ""dark_pattern_category"": ""Tracking & Privacy"", ""explanation"": ""This clause may negatively affect tracking & privacy."", ""violated_statute"": ""None""}

{""risk_status"": ""Amber"", ""dark_pattern_category"": ""General User Terms"", ""explanation"": ""This clause may negatively affect general user terms."", ""violated_statute"": ""None""}

{""risk_status"": ""Green"", ""dark_pattern_category"": ""General User Terms"", ""explanation"": ""This clause is fair."", ""violated"
"All claims arising out of or relating to these Terms will be litigated exclusively in the federal or state courts of Santa Clara County, California, U.S.A., and you and Malwarebytes consent to personal jurisdiction in those courts.",Predatory,"
You are a legal AI system.

Analyze the clause:
""""""All claims arising out of or relating to these Terms will be litigated exclusively in the federal or state courts of Santa Clara County, California, U.S.A., and you and Malwarebytes consent to personal jurisdiction in those courts.""""""

Return ONLY JSON:
{
  ""risk_status"": ""..."",
  ""dark_pattern_category"": ""..."",
  ""explanation"": ""..."",
  ""violated_statute"": ""...""
}
Do not add any text outside JSON.

{""risk_status"": ""Caution"", ""dark_pattern_category"": ""User Rights"", ""explanation"": ""This clause may negatively affect user rights and user control."", ""violated_statute"": ""GDPR""}

{""risk_status"": ""Normal"", ""dark_pattern_category"": ""Tracking & Privacy"", ""explanation"": ""This clause may negatively affect tracking and privacy."", ""violated_statute"": ""None""}

{""risk_status"": ""Normal"", ""dark_pattern_category"": ""General User Terms"", ""explanation"": ""This clause may negatively affect general user terms."", ""violated_statute"": ""None""}

{""risk_status"": ""Caution"", ""dark_pattern_category"": ""User Rights"", ""explanation"": ""This clause may negatively affect user"
"Wenn Du Dich bei der fotocommunity abmeldest, werden, soweit möglich und gesetzlich zugelassen, Deine Daten nach spätestens zwei Monaten gelöscht.",Predatory,"
You are a legal AI system.

Analyze the clause:
""""""Wenn Du Dich bei der fotocommunity abmeldest, werden, soweit möglich und gesetzlich zugelassen, Deine Daten nach spätestens zwei Monaten gelöscht.""""""

Return ONLY JSON:
{
  ""risk_status"": ""..."",
  ""dark_pattern_category"": ""..."",
  ""explanation"": ""..."",
  ""violated_statute"": ""...""
}
Do not add any text outside JSON.

{""risk_status"": ""Caution"", ""dark_pattern_category"": ""User Rights"", ""explanation"": ""This clause may negatively affect user rights and user control."", ""violated_statute"": ""GDPR principles""}

{""risk_status"": ""Normal"", ""dark_pattern_category"": ""Tracking & Privacy"", ""explanation"": ""This clause may affect user tracking and user privacy."", ""violated_statute"": ""None""}

{""risk_status"": ""Safe"", ""dark_pattern_category"": ""General User Terms"", ""explanation"": ""This clause is fair and user-friendly."", ""violated_statute"": ""None""}

{""risk_status"": ""Unknown"", ""dark_pattern_category"": ""General User Terms"", ""explanation"": ""We cannot determine user rights."", ""vi"
Apple will be permitted to terminate only after giving you 30 days’ notice and only if you have not cured the breach within such 30-day period.,Predatory,"
You are a legal AI system.

Analyze the clause:
""""""Apple will be permitted to terminate only after giving you 30 days’ notice and only if you have not cured the breach within such 30-day period.""""""

Return ONLY JSON:
{
  ""risk_status"": ""..."",
  ""dark_pattern_category"": ""..."",
  ""explanation"": ""..."",
  ""violated_statute"": ""...""
}
Do not add any text outside JSON.

{""risk_status"": ""Red"", ""dark_pattern_category"": ""User Rights"", ""explanation"": ""This clause may negatively affect user rights and user control."", ""violated_statute"": ""GDPR principles""}

{""risk_status"": ""Green"", ""dark_pattern_category"": ""User Rights"", ""explanation"": ""This clause is fair and transparent."", ""violated_statute"": ""None""}

{""risk_status"": ""Gray"", ""dark_pattern_category"": ""User Rights"", ""explanation"": ""This clause may negatively affect user rights, but user control is still possible."", ""violated_statute"": ""None""}

{""risk_status"": ""Red"", ""dark_pattern_category"": ""Tracking & Privacy"", ""explanation"": ""This clause may negatively affect tracking"
This includes exchanging information with other companies and organizations for fraud protection and credit risk reduction.,Predatory,"
You are a legal AI system.

Analyze the clause:
""""""This includes exchanging information with other companies and organizations for fraud protection and credit risk reduction.""""""

Return ONLY JSON:
{
  ""risk_status"": ""..."",
  ""dark_pattern_category"": ""..."",
  ""explanation"": ""..."",
  ""violated_statute"": ""...""
}
Do not add any text outside JSON.

{""risk_status"": ""Red"", ""dark_pattern_category"": ""User Rights"", ""explanation"": ""This clause may negatively affect user rights and user control."", ""violated_statute"": ""GDPR principles""}

{""risk_status"": ""Green"", ""dark_pattern_category"": ""Tracking & Privacy"", ""explanation"": ""This clause may negatively affect tracking and privacy."", ""violated_statute"": ""None""}

{""risk_status"": ""Gray"", ""dark_pattern_category"": ""General User Terms"", ""explanation"": ""This clause may negatively affect general user terms."", ""violated_statute"": ""None""}

{""risk_status"": ""Red"", ""dark_pattern_category"": ""User Rights"", ""explanation"": ""This clause may negatively affect user rights and"
We will retain your personal information for the period necessary to fulfill the purposes outlined in this Privacy Policy and our service specific privacy summaries. When assessing these periods we carefully examine our need to collect personal information at all and if we establish a relevant need we only retain it for the shortest possible period to realize the purpose of collection unless a longer retention period is required by law,Predatory,"
You are a legal AI system.

Analyze the clause:
""""""We will retain your personal information for the period necessary to fulfill the purposes outlined in this Privacy Policy and our service specific privacy summaries. When assessing these periods we carefully examine our need to collect personal information at all and if we establish a relevant need we only retain it for the shortest possible period to realize the purpose of collection unless a longer retention period is required by law""""""

Return ONLY JSON:
{
  ""risk_status"": ""..."",
  ""dark_pattern_category"": ""..."",
  ""explanation"": ""..."",
  ""violated_statute"": ""...""
}
Do not add any text outside JSON.

{""risk_status"": ""Dark Pattern"", ""dark_pattern_category"": ""User Rights"", ""explanation"": ""This clause may negatively affect user rights and user control."", ""violated_statute"": ""GDPR""}"
"To serve you interest-based ads, we use information such as your interactions with Amazon sites, content, or services.",Predatory,"
You are a legal AI system.

Analyze the clause:
""""""To serve you interest-based ads, we use information such as your interactions with Amazon sites, content, or services.""""""

Return ONLY JSON:
{
  ""risk_status"": ""..."",
  ""dark_pattern_category"": ""..."",
  ""explanation"": ""..."",
  ""violated_statute"": ""...""
}
Do not add any text outside JSON.

{""risk_status"": ""Red"", ""dark_pattern_category"": ""User Rights"", ""explanation"": ""This clause may negatively affect user rights and user control."", ""violated_statute"": ""GDPR principles""}

{""risk_status"": ""Green"", ""dark_pattern_category"": ""Tracking & Privacy"", ""explanation"": ""This clause may negatively affect tracking & privacy."", ""violated_statute"": ""None""}

{""risk_status"": ""Amber"", ""dark_pattern_category"": ""General User Terms"", ""explanation"": ""This clause may negatively affect general user terms."", ""violated_statute"": ""None""}

{""risk_status"": ""Green"", ""dark_pattern_category"": ""General User Terms"", ""explanation"": ""This clause is fair."", ""viol"
